50000, 0, 0.009863
10000, 0, 0.001547
50000, 0, 0.009417
100000, 0, 0.019035
100, 0, 0.000008
10000, 0, 0.001490
1000, 0, 0.000118
10000, 0, 0.001552
1000, 0, 0.000121
10000, 0, 0.001569
5000, 0, 0.000837
500, 0, 0.000051
5000, 0, 0.000718
100000, 0, 0.019776
100, 0, 0.000008
100, 0, 0.000008
50000, 0, 0.008655
100000, 0, 0.019308
500, 0, 0.000051
100, 0, 0.000008
100, 0, 0.000009
500, 0, 0.000053
500, 0, 0.000053
1000, 0, 0.000135
100000, 0, 0.019177
1000, 0, 0.000119
100, 0, 0.000008
10000, 0, 0.002562
50000, 0, 0.008770
10000, 0, 0.001498
100000, 0, 0.018452
5000, 0, 0.000711
50000, 0, 0.008895
50000, 0, 0.009272
100000, 0, 0.018856
100000, 0, 0.018766
500, 0, 0.000051
500, 0, 0.000069
50000, 0, 0.008787
1000, 0, 0.000235
100, 0, 0.000009
5000, 0, 0.000702
100, 0, 0.000009
10000, 0, 0.001491
5000, 0, 0.000778
100000, 0, 0.018757
5000, 0, 0.000680
100, 0, 0.000010
1000, 0, 0.000117
50000, 0, 0.010542
100000, 0, 0.018564
500, 0, 0.000052
1000, 0, 0.000113
50000, 0, 0.008470
10000, 0, 0.001438
10000, 0, 0.001486
5000, 0, 0.000699
5000, 0, 0.000699
500, 0, 0.000052
100000, 0, 0.018189
1000, 0, 0.000115
5000, 0, 0.000732
5000, 0, 0.000727
100, 0, 0.000009
1000, 0, 0.000173
500, 0, 0.000051
10000, 0, 0.001432
500, 0, 0.000051
50000, 0, 0.008648
500, 0, 0.000051
5000, 0, 0.000727
50000, 0, 0.009196
1000, 0, 0.000114
100000, 0, 0.017874
1000, 0, 0.000115
10000, 0, 0.001432
100, 0, 0.000009
50000, 1, 0.023664
10000, 1, 0.018043
50000, 1, 0.024576
100000, 1, 0.029267
100, 1, 0.003866
10000, 1, 0.017116
1000, 1, 0.009268
10000, 1, 0.023753
1000, 1, 0.007070
10000, 1, 0.020379
5000, 1, 0.014543
500, 1, 0.006382
5000, 1, 0.012982
100000, 1, 0.027734
100, 1, 0.003403
100, 1, 0.002902
50000, 1, 0.026204
100000, 1, 0.028846
500, 1, 0.007861
100, 1, 0.003167
100, 1, 0.002847
500, 1, 0.008068
500, 1, 0.005788
1000, 1, 0.008829
100000, 1, 0.027342
1000, 1, 0.007900
100, 1, 0.002762
10000, 1, 0.020934
50000, 1, 0.029541
10000, 1, 0.021051
100000, 1, 0.032811
5000, 1, 0.017403
50000, 1, 0.024196
50000, 1, 0.022502
100000, 1, 0.030248
100000, 1, 0.027181
500, 1, 0.005822
500, 1, 0.007578
50000, 1, 0.021026
1000, 1, 0.011923
100, 1, 0.002346
5000, 1, 0.020465
100, 1, 0.003228
10000, 1, 0.018608
5000, 1, 0.022190
100000, 1, 0.029051
5000, 1, 0.019954
100, 1, 0.003251
1000, 1, 0.012106
50000, 1, 0.023134
100000, 1, 0.032763
500, 1, 0.007278
1000, 1, 0.013209
50000, 1, 0.023393
10000, 1, 0.018203
10000, 1, 0.019238
