500, 0, 0.000084
500, 1, 0.023844
500, 2, 0.000086
1000, 0, 0.000157
1000, 1, 0.008510
1000, 2, 0.000158
5000, 0, 0.000852
5000, 1, 0.041280
5000, 2, 0.000833
100000, 0, 0.021835
100000, 1, 0.054563
100000, 2, 0.022791
1000, 0, 0.000116
1000, 1, 0.017035
1000, 2, 0.000168
10000, 0, 0.002023
10000, 1, 0.031041
10000, 2, 0.001580
50000, 0, 0.008931
50000, 1, 0.024390
50000, 2, 0.008264
500, 0, 0.000054
500, 1, 0.003873
500, 2, 0.000065
1000, 0, 0.000125
1000, 1, 0.011032
1000, 2, 0.000119
500, 0, 0.000054
500, 1, 0.005049
500, 2, 0.000065
1000, 0, 0.000115
1000, 1, 0.009415
1000, 2, 0.000120
50000, 0, 0.008595
50000, 1, 0.026611
50000, 2, 0.008101
50000, 0, 0.008750
50000, 1, 0.031545
50000, 2, 0.008078
500, 0, 0.000054
500, 1, 0.003888
500, 2, 0.000062
1000, 0, 0.000118
1000, 1, 0.013343
1000, 2, 0.000119
100000, 0, 0.018193
100000, 1, 0.068861
100000, 2, 0.017127
100000, 0, 0.018425
100000, 1, 0.031150
100000, 2, 0.017418
500, 0, 0.000053
500, 1, 0.013506
500, 2, 0.000065
100, 0, 0.000009
100, 1, 0.002535
100, 2, 0.000008
100, 0, 0.000008
100, 1, 0.003806
100, 2, 0.000009
10000, 0, 0.001518
10000, 1, 0.023826
10000, 2, 0.001378
10000, 0, 0.001479
10000, 1, 0.021700
10000, 2, 0.001376
50000, 0, 0.008479
50000, 1, 0.021479
50000, 2, 0.008175
1000, 0, 0.000116
1000, 1, 0.010654
1000, 2, 0.000119
100000, 0, 0.018211
100000, 1, 0.031091
100000, 2, 0.017378
5000, 0, 0.000690
5000, 1, 0.015817
5000, 2, 0.000653
5000, 0, 0.000771
5000, 1, 0.013282
5000, 2, 0.000655
1000, 0, 0.000131
1000, 1, 0.011037
1000, 2, 0.000118
500, 0, 0.000054
500, 1, 0.003922
500, 2, 0.000061
10000, 0, 0.001475
10000, 1, 0.020887
10000, 2, 0.001396
100000, 0, 0.018829
100000, 1, 0.031308
100000, 2, 0.017393
100000, 0, 0.018219
100000, 1, 0.029154
100000, 2, 0.017399
100, 0, 0.000009
100, 1, 0.002831
100, 2, 0.000008
100, 0, 0.000009
100, 1, 0.002687
100, 2, 0.000009
10000, 0, 0.001481
10000, 1, 0.033953
10000, 2, 0.001387
5000, 0, 0.000675
5000, 1, 0.014370
5000, 2, 0.000650
100, 0, 0.000009
100, 1, 0.002933
100, 2, 0.000008
5000, 0, 0.000675
5000, 1, 0.014793
5000, 2, 0.000651
100000, 0, 0.018709
100000, 1, 0.029823
100000, 2, 0.017341
100, 0, 0.000009
100, 1, 0.002893
100, 2, 0.000009
1000, 0, 0.000123
1000, 1, 0.008007
1000, 2, 0.000123
5000, 0, 0.000681
5000, 1, 0.013070
5000, 2, 0.000649
50000, 0, 0.008881
50000, 1, 0.028790
50000, 2, 0.008087
50000, 0, 0.008967
50000, 1, 0.026706
50000, 2, 0.008146
10000, 0, 0.001480
10000, 1, 0.023299
10000, 2, 0.001433
10000, 0, 0.001490
10000, 1, 0.020675
10000, 2, 0.001386
10000, 0, 0.001487
10000, 1, 0.022325
10000, 2, 0.001409
500, 0, 0.000053
500, 1, 0.006802
500, 2, 0.000063
10000, 0, 0.001496
10000, 1, 0.023059
10000, 2, 0.001405
500, 0, 0.000053
500, 1, 0.007037
500, 2, 0.000072
1000, 0, 0.000122
1000, 1, 0.007249
1000, 2, 0.000117
5000, 0, 0.000678
5000, 1, 0.014287
5000, 2, 0.000650
50000, 0, 0.008746
50000, 1, 0.027821
50000, 2, 0.008572
5000, 0, 0.000676
5000, 1, 0.013899
5000, 2, 0.000711
50000, 0, 0.008778
50000, 1, 0.023064
50000, 2, 0.008254
500, 0, 0.000054
500, 1, 0.008295
500, 2, 0.000062
1000, 0, 0.000123
1000, 1, 0.008374
1000, 2, 0.000118
100000, 0, 0.018661
100000, 1, 0.029154
100000, 2, 0.017491
100000, 0, 0.018931
100000, 1, 0.029177
100000, 2, 0.017555
5000, 0, 0.000772
5000, 1, 0.015387
5000, 2, 0.000651
10000, 0, 0.001482
10000, 1, 0.025338
10000, 2, 0.001417
5000, 0, 0.000677
5000, 1, 0.014801
5000, 2, 0.000661
100, 0, 0.000009
100, 1, 0.002989
100, 2, 0.000009
500, 0, 0.000053
500, 1, 0.010090
500, 2, 0.000063
500, 0, 0.000052
500, 1, 0.007896
500, 2, 0.000063
5000, 0, 0.000688
5000, 1, 0.016309
5000, 2, 0.000650
100000, 0, 0.018806
100000, 1, 0.024214
100000, 2, 0.017482
100, 0, 0.000009
100, 1, 0.002881
100, 2, 0.000009
100, 0, 0.000009
100, 1, 0.002295
100, 2, 0.000011
50000, 0, 0.008931
50000, 1, 0.023552
50000, 2, 0.008064
100000, 0, 0.017896
100000, 1, 0.029345
100000, 2, 0.017316
1000, 0, 0.000116
1000, 1, 0.005752
1000, 2, 0.000121
100, 0, 0.000009
100, 1, 0.002860
100, 2, 0.000009
100, 0, 0.000009
100, 1, 0.001947
100, 2, 0.000009
50000, 0, 0.008733
50000, 1, 0.025770
50000, 2, 0.008197
50000, 0, 0.008919
50000, 1, 0.022538
50000, 2, 0.008166
10000, 0, 0.001472
10000, 1, 0.020793
10000, 2, 0.001642
