500, 1, 0.018422
1000, 2, 0.000169
5000, 0, 0.001295
100000, 0, 0.025619
1000, 2, 0.000157
10000, 2, 0.002123
50000, 1, 0.047734
500, 1, 0.009178
1000, 0, 0.000162
500, 0, 0.000072
1000, 1, 0.012773
50000, 2, 0.012030
50000, 0, 0.012368
500, 2, 0.000078
1000, 1, 0.012342
100000, 1, 0.053576
100000, 1, 0.047982
500, 2, 0.000077
100, 1, 0.005776
100, 0, 0.000012
10000, 0, 0.002587
10000, 2, 0.001944
50000, 0, 0.012616
1000, 1, 0.011000
100000, 1, 0.050063
5000, 0, 0.000969
5000, 2, 0.000909
1000, 0, 0.000161
500, 0, 0.000075
10000, 0, 0.002186
100000, 2, 0.025200
100000, 2, 0.023261
100, 0, 0.000009
100, 2, 0.000010
10000, 1, 0.038784
5000, 0, 0.001024
100, 2, 0.000012
5000, 2, 0.001084
100000, 2, 0.025314
100, 1, 0.006617
1000, 2, 0.000152
5000, 2, 0.000907
50000, 1, 0.052206
50000, 0, 0.012765
10000, 1, 0.036005
10000, 0, 0.002377
10000, 1, 0.043031
500, 1, 0.015292
10000, 1, 0.037114
500, 1, 0.012578
1000, 2, 0.000158
5000, 0, 0.001029
50000, 2, 0.012026
5000, 1, 0.025177
50000, 0, 0.013184
500, 1, 0.016908
1000, 1, 0.021720
100000, 2, 0.025237
100000, 1, 0.041571
5000, 2, 0.000833
10000, 0, 0.001956
5000, 0, 0.000826
100, 0, 0.000011
500, 1, 0.010116
500, 1, 0.013728
5000, 1, 0.028499
100000, 0, 0.024735
100, 1, 0.003422
100, 1, 0.005004
50000, 1, 0.046188
100000, 2, 0.022482
1000, 0, 0.000147
100, 0, 0.000011
100, 0, 0.000010
50000, 2, 0.010938
50000, 0, 0.010657
10000, 1, 0.032300
500, 0, 0.000090
1000, 1, 0.017445
5000, 1, 0.028560
100000, 1, 0.037976
1000, 1, 0.008695
10000, 2, 0.001410
50000, 2, 0.009023
500, 2, 0.000059
1000, 1, 0.008971
500, 2, 0.000057
1000, 1, 0.006620
50000, 2, 0.008721
50000, 0, 0.008551
500, 0, 0.000051
1000, 0, 0.000113
100000, 2, 0.017106
100000, 1, 0.030242
500, 2, 0.000055
100, 1, 0.002551
100, 1, 0.002424
10000, 0, 0.001465
10000, 0, 0.001464
50000, 1, 0.028045
1000, 0, 0.000113
100000, 0, 0.018200
5000, 1, 0.014270
5000, 0, 0.000676
1000, 2, 0.000114
500, 1, 0.009989
10000, 0, 0.001459
100000, 2, 0.017254
100000, 1, 0.028941
100, 2, 0.000008
100, 0, 0.000008
10000, 2, 0.001375
5000, 0, 0.000676
100, 2, 0.000009
5000, 2, 0.000645
100000, 1, 0.035931
100, 2, 0.000008
1000, 0, 0.000109
5000, 1, 0.014004
50000, 0, 0.008778
50000, 2, 0.008220
10000, 1, 0.020414
10000, 0, 0.001451
10000, 0, 0.001455
500, 1, 0.008214
10000, 2, 0.001484
500, 1, 0.009437
1000, 2, 0.000113
5000, 2, 0.000639
50000, 1, 0.020154
5000, 1, 0.012842
50000, 0, 0.008814
500, 0, 0.000051
1000, 2, 0.000114
100000, 2, 0.017230
100000, 1, 0.032358
5000, 2, 0.000641
10000, 0, 0.001457
5000, 2, 0.000714
100, 2, 0.000008
500, 2, 0.000061
500, 0, 0.000051
5000, 0, 0.000675
100000, 1, 0.033568
100, 1, 0.002650
100, 1, 0.002704
50000, 1, 0.022905
100000, 1, 0.031936
1000, 1, 0.009924
100, 2, 0.000008
100, 1, 0.002404
50000, 1, 0.020086
50000, 2, 0.008127
10000, 0, 0.001464
500, 0, 0.000050
1000, 2, 0.000113
5000, 1, 0.014059
100000, 1, 0.035015
1000, 0, 0.000109
10000, 1, 0.016977
50000, 2, 0.008087
500, 2, 0.000058
1000, 2, 0.000112
500, 2, 0.000056
1000, 0, 0.000110
50000, 1, 0.020560
50000, 2, 0.008065
500, 0, 0.000050
1000, 2, 0.000113
100000, 1, 0.033262
100000, 0, 0.018042
500, 2, 0.000060
100, 2, 0.000009
100, 1, 0.002868
10000, 2, 0.001372
