500, 0, 0.000072
1000, 0, 0.000189
5000, 0, 0.001249
100000, 0, 0.022936
1000, 0, 0.000133
10000, 0, 0.001881
50000, 0, 0.008797
500, 0, 0.000051
1000, 0, 0.000110
500, 0, 0.000051
1000, 0, 0.000110
50000, 0, 0.008379
50000, 0, 0.008396
500, 0, 0.000050
1000, 0, 0.000110
100000, 0, 0.017538
100000, 0, 0.017579
500, 0, 0.000052
100, 0, 0.000008
100, 0, 0.000009
10000, 0, 0.001443
10000, 0, 0.001446
50000, 0, 0.008370
1000, 0, 0.000110
100000, 0, 0.017557
5000, 0, 0.000691
5000, 0, 0.000695
1000, 0, 0.000110
500, 0, 0.000051
10000, 0, 0.001456
100000, 0, 0.017628
100000, 0, 0.017646
100, 0, 0.000008
100, 0, 0.000008
10000, 0, 0.001444
5000, 0, 0.000700
100, 0, 0.000009
5000, 0, 0.000691
100000, 0, 0.017564
100, 0, 0.000008
1000, 0, 0.000110
5000, 0, 0.000692
50000, 0, 0.008371
50000, 0, 0.008355
10000, 0, 0.001457
10000, 0, 0.001448
10000, 0, 0.001447
500, 0, 0.000052
10000, 0, 0.001449
500, 0, 0.000051
1000, 0, 0.000111
5000, 0, 0.000701
50000, 0, 0.008381
5000, 0, 0.000696
50000, 0, 0.008367
500, 0, 0.000050
1000, 0, 0.000110
100000, 0, 0.017552
100000, 0, 0.017586
5000, 0, 0.000693
10000, 0, 0.001468
5000, 0, 0.000693
100, 0, 0.000009
500, 0, 0.000051
500, 0, 0.000051
5000, 0, 0.000691
100000, 0, 0.017649
100, 0, 0.000008
100, 0, 0.000008
50000, 0, 0.008406
100000, 0, 0.017658
1000, 0, 0.000110
100, 0, 0.000009
100, 0, 0.000009
50000, 0, 0.008373
50000, 0, 0.008395
10000, 0, 0.001456
500, 1, 0.009700
1000, 1, 0.008247
5000, 1, 0.017863
100000, 1, 0.026057
1000, 1, 0.009079
10000, 1, 0.014020
50000, 1, 0.024428
500, 1, 0.007548
1000, 1, 0.009331
500, 1, 0.008155
1000, 1, 0.009350
50000, 1, 0.028177
50000, 1, 0.021651
500, 1, 0.006366
1000, 1, 0.011971
100000, 1, 0.030814
100000, 1, 0.025365
500, 1, 0.007299
100, 1, 0.002586
100, 1, 0.002588
10000, 1, 0.016918
10000, 1, 0.019599
50000, 1, 0.043120
1000, 1, 0.009362
100000, 1, 0.024986
5000, 1, 0.018034
5000, 1, 0.021020
1000, 1, 0.010611
500, 1, 0.006028
10000, 1, 0.016162
100000, 1, 0.031035
100000, 1, 0.032105
100, 1, 0.002882
100, 1, 0.002885
10000, 1, 0.018617
5000, 1, 0.014518
100, 1, 0.002578
5000, 1, 0.018294
100000, 1, 0.026535
100, 1, 0.002576
1000, 1, 0.009495
5000, 1, 0.022649
50000, 1, 0.024733
50000, 1, 0.033638
10000, 1, 0.017366
10000, 1, 0.015516
10000, 1, 0.016207
500, 1, 0.006105
10000, 1, 0.015060
500, 1, 0.007814
1000, 1, 0.008256
5000, 1, 0.016336
50000, 1, 0.023060
5000, 1, 0.020910
50000, 1, 0.026331
500, 1, 0.006913
1000, 1, 0.010411
100000, 1, 0.027220
100000, 1, 0.027515
5000, 1, 0.019192
10000, 1, 0.017538
5000, 1, 0.017208
100, 1, 0.001986
500, 1, 0.007320
500, 1, 0.006240
5000, 1, 0.009581
100000, 1, 0.030901
100, 1, 0.002921
100, 1, 0.002180
50000, 1, 0.022932
100000, 1, 0.032726
1000, 1, 0.009640
100, 1, 0.003580
100, 1, 0.002630
50000, 1, 0.020028
50000, 1, 0.021935
10000, 1, 0.022505
500, 2, 0.000057
1000, 2, 0.000112
5000, 2, 0.000887
100000, 2, 0.017423
1000, 2, 0.000115
10000, 2, 0.001373
50000, 2, 0.008034
500, 2, 0.000057
1000, 2, 0.000113
500, 2, 0.000056
1000, 2, 0.000113
50000, 2, 0.008041
50000, 2, 0.008025
500, 2, 0.000056
1000, 2, 0.000112
100000, 2, 0.017085
100000, 2, 0.017087
500, 2, 0.000064
100, 2, 0.000008
100, 2, 0.000008
10000, 2, 0.001373
10000, 2, 0.001373
50000, 2, 0.008020
1000, 2, 0.000114
100000, 2, 0.017051
5000, 2, 0.000644
5000, 2, 0.000642
1000, 2, 0.000114
500, 2, 0.000067
10000, 2, 0.001379
100000, 2, 0.017116
100000, 2, 0.017151
100, 2, 0.000008
100, 2, 0.000008
10000, 2, 0.001369
5000, 2, 0.000644
100, 2, 0.000008
5000, 2, 0.000644
100000, 2, 0.017092
100, 2, 0.000008
1000, 2, 0.000114
5000, 2, 0.000642
50000, 2, 0.008046
50000, 2, 0.008118
10000, 2, 0.001373
10000, 2, 0.001376
10000, 2, 0.001383
500, 2, 0.000057
10000, 2, 0.001383
500, 2, 0.000056
1000, 2, 0.000112
5000, 2, 0.000640
50000, 2, 0.008042
5000, 2, 0.000644
50000, 2, 0.008107
500, 2, 0.000057
1000, 2, 0.000114
100000, 2, 0.017054
100000, 2, 0.017065
5000, 2, 0.000645
10000, 2, 0.001404
5000, 2, 0.000646
100, 2, 0.000008
500, 2, 0.000057
500, 2, 0.000056
5000, 2, 0.000642
100000, 2, 0.017152
100, 2, 0.000008
100, 2, 0.000008
50000, 2, 0.008054
100000, 2, 0.017144
1000, 2, 0.000114
100, 2, 0.000008
100, 2, 0.000008
50000, 2, 0.008009
50000, 2, 0.008041
10000, 2, 0.001387
